Id,SalePrice
1461,91034.00436916444
1462,144614.56413946417
1463,166890.19748594906
1464,186848.75173069313
1465,202547.10518196682
1466,164669.28788530084
1467,170405.75828162706
1468,157397.50450170753
1469,205815.5876021453
1470,109381.25137336167
1471,164001.08173037213
1472,96610.67198954323
1473,88180.90532571822
1474,141320.4846918473
1475,101207.05209079871
1476,351904.53038028657
1477,251344.90375616736
1478,311610.15770340693
1479,313274.42913180776
1480,423539.9102503622
1481,316738.3179159041
1482,222591.7742615894
1483,161610.56490449945
1484,164891.84525721538
1485,191257.39994921058
1486,191922.7097106981
1487,333584.9495867091
1488,218001.00618106424
1489,191785.35179720627
1490,222325.03449283566
1491,190130.03744434903
1492,77454.37565856919
1493,222662.7564797391
1494,297248.2262829558
1495,292962.2438147699
1496,228960.91743737593
1497,166269.17956157975
1498,164587.65949303628
1499,164439.3618193838
1500,157826.9489370607
1501,175746.18223452647
1502,149670.56464845018
1503,253434.95137784796
1504,234123.4008102417
1505,211956.92091914444
1506,191270.29370869166
1507,234255.61668407326
1508,189091.36919964035
1509,160469.05562660034
1510,139830.59515332463
1511,134958.6587370086
1512,160744.7561784894
1513,147143.91371089837
1514,149773.02386496763
1515,195970.50786707088
1516,147124.14838886203
1517,172810.64752450827
1518,112004.86141319147
1519,198785.87615927667
1520,123313.75953184674
1521,121348.1502940547
1522,175633.6793181522
1523,95941.95003686206
1524,118562.64379620634
1525,105497.42174941908
1526,85158.78675300178
1527,96799.55867391096
1528,132739.21976436034
1529,144222.8155526863
1530,201564.25117292564
1531,135937.29311331542
1532,91248.62458708324
1533,143174.7895507184
1534,122819.9629750237
1535,132822.74947134685
1536,91846.13991462594
1537,42814.09422298091
1538,159921.86620812127
1539,213274.84453015623
1540,124212.53026066438
1541,140572.5671880219
1542,129058.303917449
1543,182016.17417968527
1544,70361.48707219247
1545,113731.14392186588
1546,138822.25578839798
1547,116270.31419996213
1548,135421.66789330842
1549,114682.65921228103
1550,136487.97317786876
1551,106882.02821070515
1552,139565.3194757008
1553,143961.58956831857
1554,120998.19164734636
1555,141428.80961409822
1556,73391.25305799162
1557,98117.38558877687
1558,113190.67807906424
1559,96657.3379367144
1560,127386.30936695295
1561,138438.2435982747
1562,135801.82363862504
1563,120757.50490375103
1564,146230.04950383364
1565,140530.82222465347
1566,227321.38156411954
1567,71605.22054862541
1568,218124.71238500718
1569,127014.67364122135
1570,141996.8847721946
1571,104108.22691572297
1572,134638.60453871713
1573,224411.36703482093
1574,130959.75642351575
1575,221696.1810298275
1576,231431.09100353403
1577,179410.91971945763
1578,155049.5772360497
1579,121416.16102926756
1580,188004.2930577147
1581,149660.6203472686
1582,129777.9118146303
1583,254605.40415200236
1584,213173.6125272144
1585,134953.22723888245
1586,45501.33307379164
1587,104886.2801336328
1588,155807.6509472133
1589,93010.49551798675
1590,124702.85449261675
1591,77354.42319931582
1592,135282.175555268
1593,132549.9714926639
1594,156007.42604428512
1595,108069.16923939645
1596,226214.4751654751
1597,197431.85487065677
1598,207540.84523067507
1599,186009.44643640833
1600,163141.70291146083
1601,40281.08342601885
1602,122981.80726801211
1603,92850.58523861907
1604,258521.24762610588
1605,232717.36865109124
1606,151647.747479051
1607,167984.5427272891
1608,207792.98376913104
1609,180900.51392411347
1610,145336.95273727676
1611,142644.35476234078
1612,171507.04139938107
1613,149901.96211371245
1614,137469.94121730202
1615,86919.87289994949
1616,61270.91420564238
1617,78633.24766717455
1618,119439.89091521794
1619,136031.8586487329
1620,177197.108132107
1621,127518.62338365824
1622,146911.50129798782
1623,257552.8112337142
1624,205567.78828756465
1625,111531.64054780672
1626,170521.5612142994
1627,175537.42103101802
1628,281126.25317759014
1629,182834.9957412479
1630,322034.9114294619
1631,234326.36252361513
1632,238680.16230618255
1633,182449.95322156552
1634,188356.74524349612
1635,175733.4138946452
1636,146036.8153730461
1637,178922.51553549952
1638,179336.05373920262
1639,181533.55815417826
1640,237116.96424672278
1641,181000.98964714463
1642,255267.60057563253
1643,206373.41360230817
1644,225536.0053866844
1645,188147.78193864072
1646,163438.91954695794
1647,161817.2904234367
1648,118999.6342896339
1649,126754.60089282147
1650,107297.49369045522
1651,110643.76600604922
1652,99389.73784399881
1653,101317.81824292293
1654,139316.41466736287
1655,130055.78669632366
1656,136517.54805551932
1657,141872.66991271736
1658,144849.1432320054
1659,110631.07893828022
1660,149208.46098720218
1661,384811.01502293424
1662,372792.41485547286
1663,352519.4458691579
1664,422129.7827287197
1665,311317.7013122555
1666,327367.86704493954
1667,360653.8810066713
1668,341545.5651523761
1669,313655.28816715017
1670,338715.6689383504
1671,254873.8921965069
1672,371194.2740457894
1673,286865.88197384245
1674,242499.22090433407
1675,196849.39892699666
1676,205202.09658255675
1677,212413.91143694802
1678,414982.919939591
1679,371888.9734245297
1680,326482.7543204038
1681,273503.3808862051
1682,319118.4014330364
1683,194347.33770210386
1684,163031.4783966894
1685,175580.58853768726
1686,171202.18423959962
1687,176013.0517991995
1688,187642.101275496
1689,192818.98389515083
1690,198330.44540610115
1691,191313.5615102067
1692,258897.4723190479
1693,174363.7917209088
1694,180889.9944633758
1695,164688.41591902755
1696,249157.95075281983
1697,172407.1883813978
1698,333373.6428432218
1699,320750.45872472494
1700,275049.3965010204
1701,288235.0621966389
1702,220328.95680561432
1703,222184.01019288847
1704,253925.46525324558
1705,253792.0222623922
1706,354538.8656915092
1707,220144.41614401314
1708,190801.34333509204
1709,234267.88518102074
1710,214695.24922862696
1711,261436.16843840745
1712,244277.21394986418
1713,254950.29248184746
1714,207142.63379616395
1715,206699.5717905399
1716,166237.7480310075
1717,173180.66871735622
1718,128402.72024432686
1719,220035.86124179634
1720,237673.2597819738
1721,149099.981930957
1722,106189.58328840234
1723,141058.1578120093
1724,200183.33356418187
1725,237294.52141246028
1726,178529.2727227942
1727,132362.97308055242
1728,173706.17072352956
1729,168549.8141423985
1730,172920.2902968294
1731,123232.07259737191
1732,116803.34385074135
1733,104699.36644817024
1734,112868.35178531364
1735,124362.44473749699
1736,97737.2933483142
1737,254911.68117360814
1738,264285.5139025588
1739,242535.97197748715
1740,194989.72143775885
1741,171451.1257995922
1742,169055.61395852835
1743,179119.69100035544
1744,292352.4373438672
1745,206279.96787629288
1746,204275.56032295356
1747,217612.1377915848
1748,210559.31973705848
1749,139678.2947577159
1750,128352.1135533819
1751,234592.29496628244
1752,106670.67346200826
1753,142403.5412101627
1754,198623.97913819787
1755,158478.41280677522
1756,115717.86406021214
1757,111383.03776785704
1758,139877.28942326998
1759,158305.0652605279
1760,154964.17213227157
1761,142992.78070696513
1762,179413.09617593134
1763,192796.19098275472
1764,107489.13712831706
1765,155946.1122854715
1766,174494.00400762344
1767,192184.68795630464
1768,132660.63609333255
1769,163067.97851004024
1770,153554.27856120822
1771,126359.33380760072
1772,124384.83620786715
1773,114573.9799817653
1774,144750.1944174117
1775,145954.54891698656
1776,123725.47526032489
1777,107913.74305949025
1778,142597.77403565578
1779,123619.62834789015
1780,171474.8016890167
1781,120374.22367347182
1782,60398.108312118915
1783,135569.11462715437
1784,102383.17339046414
1785,127771.34487790623
1786,145940.62146656643
1787,168406.58060631657
1788,45423.03440524847
1789,95880.6854809794
1790,61956.44622564529
1791,189977.2235398878
1792,148170.56511990645
1793,129301.23079108275
1794,169238.11412767268
1795,127408.25015371594
1796,156277.96576996535
1797,115542.47482679234
1798,121937.526874591
1799,96111.8829316015
1800,132136.9299990335
1801,108219.81148664965
1802,137573.92262536136
1803,152808.93900154607
1804,116848.74477074666
1805,136165.02812719473
1806,125044.48537194803
1807,154845.48419778998
1808,119864.8280039242
1809,123268.29028569402
1810,132218.7090604307
1811,89488.37762618336
1812,100391.34818325168
1813,118404.83780962935
1814,86295.39865056556
1815,33840.152559649716
1816,97620.91509144449
1817,113158.97580987582
1818,167780.06770626112
1819,145693.7207650107
1820,53823.15735980904
1821,122362.36921404932
1822,149614.27604077331
1823,51405.39050979429
1824,131213.08881820933
1825,133570.55721873223
1826,100969.6833417533
1827,95229.07623248537
1828,124885.94026469847
1829,136754.99406445658
1830,139601.83668386075
1831,153119.54089286446
1832,89696.21662281264
1833,153205.59398258448
1834,116774.34622098079
1835,113461.06392226652
1836,123239.17663056529
1837,68818.20370679264
1838,103629.41389668033
1839,113602.55668468753
1840,143170.34604137242
1841,134836.72034945525
1842,91067.60035250318
1843,127271.23129020484
1844,171396.11014288056
1845,138834.22463342757
1846,144621.27947421445
1847,164165.5733191171
1848,36458.71773375041
1849,110465.42710369876
1850,111027.02262434883
1851,144315.4032705468
1852,115117.76941260597
1853,114414.905225244
1854,144041.01086624898
1855,142187.21823434823
1856,209999.69797009323
1857,143626.82070310117
1858,147954.26801006135
1859,122600.12700103439
1860,132280.89550751628
1861,121627.8895578126
1862,306025.7733731574
1863,294918.75270632736
1864,294918.314517185
1865,341835.0954425656
1866,325255.5953868197
1867,208617.08391003116
1868,264395.73496393685
1869,199654.37294275666
1870,211867.88537349898
1871,267039.83791754046
1872,173917.10932201063
1873,223096.19421235475
1874,131845.71770054626
1875,184464.92144426683
1876,192736.04144655782
1877,194144.62864316662
1878,199688.9748275086
1879,128027.50577379714
1880,127870.91402229975
1881,221059.99399907578
1882,230438.15040429062
1883,181464.41481418462
1884,190560.54756573876
1885,233445.70976776237
1886,280532.3200705156
1887,206655.184267275
1888,236480.78684516836
1889,166164.1922274075
1890,103806.62336897755
1891,133257.4306025434
1892,82028.68972496524
1893,124415.53850817183
1894,115131.8396362436
1895,125624.86229820992
1896,119627.15737431648
1897,108364.30704502345
1898,103053.3001748296
1899,166985.32647791525
1900,160683.15876688782
1901,166678.57458769568
1902,141606.68692405365
1903,231415.7277858389
1904,151514.82828566126
1905,192611.55587276196
1906,165658.00543790997
1907,198513.84401600788
1908,104416.34786889597
1909,136257.03297115595
1910,115823.60789732888
1911,215117.63349922403
1912,300390.92899211013
1913,165277.7484935488
1914,60084.66487533416
1915,313168.56041125173
1916,55100.68602183362
1917,233644.34169576498
1918,130770.12275994058
1919,161644.80727949404
1920,155752.2697254428
1921,340990.89072766935
1922,317742.9798725957
1923,227299.56783271747
1924,217657.50707166496
1925,200242.5683546894
1926,343692.54154514754
